sample_id,source_name,channel,input_type,seed_label,ground_truth_label,category,market,has_url_flag,has_email_flag,has_phone_flag,message_text_gold
mendeley_sms_04244,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,yes,No,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
mendeley_sms_04245,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888!
mendeley_sms_04246,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hmmm:)how many players selected?
mendeley_sms_04247,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,No,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
mendeley_sms_04248,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
mendeley_sms_04249,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
mendeley_sms_04250,mendeley_sms_phishing,sms,text,Spam,scam,none,unknown,No,No,yes,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
mendeley_sms_04251,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
mendeley_sms_04252,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I keep ten rs in my shelf to purchase a ball..
mendeley_sms_04253,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
mendeley_sms_04254,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,No,"accordingly. I repeat, just text the word ok on your mobile phone and send"
mendeley_sms_04255,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Jesus christ bitch I'm trying to give you drugs answer your phone
mendeley_sms_04256,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938768 to update now!
mendeley_sms_04257,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
mendeley_sms_04258,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Dont gimme that lip caveboy
mendeley_sms_04259,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
mendeley_sms_04260,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Oh is it? Send me the address
mendeley_sms_04261,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,No dear i was sleeping :-P
mendeley_sms_04262,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
mendeley_sms_04263,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Hmph. Go head, big baller."
mendeley_sms_04264,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,R u still working now?
mendeley_sms_04265,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
mendeley_sms_04266,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,There is a first time for everything :)
mendeley_sms_04267,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hope you are ENJOYING a great day.
mendeley_sms_04268,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Those were my exact intentions
mendeley_sms_04269,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,And you! Will expect you whenever you text! Hope all goes well tomo
mendeley_sms_04270,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!"
mendeley_sms_04271,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Yo, you at jp and hungry like a mofo?"
mendeley_sms_04272,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
mendeley_sms_04273,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Auntie huai juan never pick up her phone
mendeley_sms_04274,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
mendeley_sms_04275,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
mendeley_sms_04276,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Dear good morning how you feeling dear
mendeley_sms_04277,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I wont get concentration dear you know you are my mind and everything :-)
mendeley_sms_04278,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,None of that's happening til you get here though
mendeley_sms_04279,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I want snow. It's just freezing and windy.
mendeley_sms_04280,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I though we shd go out n have some fun so bar in town or something – sound ok?
mendeley_sms_04281,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg
mendeley_sms_04282,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Do you like shaking your booty on the dance floor?
mendeley_sms_04283,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
mendeley_sms_04284,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
mendeley_sms_04285,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"How long before you get reply, just defer admission til next semester"
mendeley_sms_04286,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!
mendeley_sms_04287,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
mendeley_sms_04288,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
mendeley_sms_04289,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Just nw i came to hme da..
mendeley_sms_04290,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,In da car park
mendeley_sms_04291,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
mendeley_sms_04292,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
mendeley_sms_04293,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,It took Mr owl 3 licks
mendeley_sms_04294,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Are you going to write ccna exam this week??
mendeley_sms_04295,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood."
mendeley_sms_04296,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Lol. Well quality aint bad at all so i aint complaining
mendeley_sms_04297,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Except theres a chick with huge boobs.
mendeley_sms_04298,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I'm at work. Please call
mendeley_sms_04299,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Are you the cutest girl in the world or what
mendeley_sms_04300,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669"
mendeley_sms_04301,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,yay! finally lol. i missed our cinema trip last week :-(
mendeley_sms_04302,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Now project pa. After that only i can come.
mendeley_sms_04303,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
mendeley_sms_04304,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,my ex-wife was not able to have kids. Do you want kids one day?
mendeley_sms_04305,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ok.ok ok..then..whats ur todays plan
mendeley_sms_04306,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
mendeley_sms_04307,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I knew it... U slept v late yest? Wake up so late...
mendeley_sms_04308,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
mendeley_sms_04309,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Lol ok. I'll snatch her purse too.
mendeley_sms_04310,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Apart from the one i told you about yesterday?
mendeley_sms_04311,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,Majestic mountains to calm beaches. Adventure holidays to quiet getaways. Manali to Ooty. Puri to Munnar. Holiday for 25 years.EMIs frm Rs.2366. T&C. 9895930777
mendeley_sms_04312,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,How come u got nothing to do?
mendeley_sms_04313,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
mendeley_sms_04314,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
mendeley_sms_04315,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
mendeley_sms_04316,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
mendeley_sms_04317,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"(No promises on when though, haven't even gotten dinner yet)"
mendeley_sms_04318,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
mendeley_sms_04319,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,U studying in sch or going home? Anyway i'll b going 2 sch later.
mendeley_sms_04320,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I donno its in your genes or something
mendeley_sms_04321,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ok both our days. So what are you making for dinner tonite? Am I invited?
mendeley_sms_04322,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,yes,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
mendeley_sms_04323,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ugh I don't wanna get out of bed. It's so warm.
mendeley_sms_04324,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Looks like you found something to do other than smoke, great job!"
mendeley_sms_04325,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I'm done. C ü there.
mendeley_sms_04326,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
mendeley_sms_04327,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,No,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
mendeley_sms_04328,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,have got * few things to do. may be in * pub later.
mendeley_sms_04329,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been BL0CKED. To Re-Activate call customer care for help 7908807538 now."
mendeley_sms_04330,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,U in town alone?
mendeley_sms_04331,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Sorry, I can't help you on this."
mendeley_sms_04332,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Free any day but i finish at 6 on mon n thurs...
mendeley_sms_04333,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"Please call our customer service representative on 8927307655 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.4,00,000. FL1PKART TEAM"
mendeley_sms_04334,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,yes,No,yes,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186
mendeley_sms_04335,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Speak only when you feel your words are better than the silence... Gud mrng:-)
mendeley_sms_04336,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Oh...i asked for fun. Haha...take care. ü
mendeley_sms_04337,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Neshanth..tel me who r u?
mendeley_sms_04338,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,U still painting ur wall?
mendeley_sms_04339,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8536074310
mendeley_sms_04340,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...
mendeley_sms_04341,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
mendeley_sms_04342,mendeley_sms_phishing,sms,text,smishing,scam,none,unknown,No,No,yes,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
mendeley_sms_04343,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Good afternoon starshine! How's my boytoy? Does he crave me yet? *sips cappuccino* I miss you babe *teasing kiss*
mendeley_sms_04344,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
mendeley_sms_04345,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
mendeley_sms_04346,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Lol you forgot it eh ? Yes, I'll bring it in babe"
mendeley_sms_04347,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
mendeley_sms_04348,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Happy friendship day�
mendeley_sms_04349,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,He is there. You call and meet him
mendeley_sms_04350,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Yup. Anything lor, if u dun wan it's ok..."
mendeley_sms_04351,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
mendeley_sms_04352,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
mendeley_sms_04353,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18call 08718728876"
mendeley_sms_04354,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,He's in lag. That's just the sad part but we keep in touch thanks to skype
mendeley_sms_04355,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hey i've booked the pilates and yoga lesson already... Haha
mendeley_sms_04356,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
mendeley_sms_04357,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Did u find out what time the bus is at coz i need to sort some stuff out.
mendeley_sms_04358,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Goodnight da thangam I really miss u dear.
mendeley_sms_04359,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I hope U understand what I am saying..lol.
mendeley_sms_04360,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
mendeley_sms_04361,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
mendeley_sms_04362,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Dear umma she called me now :-)
mendeley_sms_04363,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
mendeley_sms_04364,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,what you plan to do on Valentines day on 14 feb
mendeley_sms_04365,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
mendeley_sms_04366,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
mendeley_sms_04367,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
mendeley_sms_04368,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging
mendeley_sms_04369,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,No message..no responce..what happend?
mendeley_sms_04370,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
mendeley_sms_04371,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
mendeley_sms_04372,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Unless it's a situation where YOU GO GURL would be more appropriate
mendeley_sms_04373,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Where u been hiding stranger?
mendeley_sms_04374,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... 'GUESS!!"
mendeley_sms_04375,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Super da:)good replacement for murali
mendeley_sms_04376,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
mendeley_sms_04377,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
mendeley_sms_04378,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Jordan got voted out last nite!
mendeley_sms_04379,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
mendeley_sms_04380,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Thanks honey. Have a great day.
mendeley_sms_04381,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,i want to grasp your pretty booty :)
mendeley_sms_04382,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Dude how do you like the buff wind.
mendeley_sms_04383,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
mendeley_sms_04384,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Haha i think i did too
mendeley_sms_04385,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
mendeley_sms_04386,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Yeah get the unlimited
mendeley_sms_04387,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
mendeley_sms_04388,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I'm going 2 orchard now laready me reaching soon. U reaching?
mendeley_sms_04389,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
mendeley_sms_04390,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090033 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
mendeley_sms_04391,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I'm on da bus going home...
mendeley_sms_04392,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Haha yeah I see that now, be there in a sec"
mendeley_sms_04393,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"I call you later, don't have network. If urgnt, sms me."
mendeley_sms_04394,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
mendeley_sms_04395,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Eh u remember how to spell his name... Yes I remember. He was naughty make until i was wet.
mendeley_sms_04396,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
mendeley_sms_04397,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hows the champ just leaving glasgow!
mendeley_sms_04398,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
mendeley_sms_04399,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Haha awesome, be there in a minute"
mendeley_sms_04400,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,K. I will sent it again�.sorry for the mistake�
mendeley_sms_04401,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
mendeley_sms_04402,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I'm at home n ready...
mendeley_sms_04403,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
mendeley_sms_04404,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.
mendeley_sms_04405,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,yes,No,yes,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
mendeley_sms_04406,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
mendeley_sms_04407,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Mm you ask him to come its enough :-)
mendeley_sms_04408,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
mendeley_sms_04409,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hi! This is Roger from CL. How are you?
